movie_id,title,release_year,genres,budget,original_language,original_title,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average
1973,Freddy's Dead: The Final Nightmare,1991,Comedy-Horror-Thriller,11000000,en,Freddy's Dead: The Final Nightmare,/m4IFNmheHcjbLsVWbUq9TIpWL5S.jpg,New Line Cinema,United States of America,1991-09-05,34872033.0,89.0,English,5.1
1974,Friday the 13th,1980,Horror,550000,en,Friday the 13th,/mGJlh8oMyTDhfudvs20kFpYz0Yc.jpg,Paramount Pictures-Georgetown Productions Inc.-Sean S. Cunningham Films,United States of America,1980-05-09,59754601.0,95.0,English,6.4
1975,Friday the 13th Part 2,1981,Horror-Thriller,1250000,en,Friday the 13th Part 2,/3c6uMXqFXO9G5RVdiPB76IK3FYM.jpg,"Paramount Pictures-Georgetown Productions, Inc.",United States of America,1981-05-01,21722776.0,87.0,English,6.0
1977,Friday the 13th: The Final Chapter,1984,Horror-Thriller,2600000,en,Friday the 13th: The Final Chapter,/p5wiO9KgZH78Kvo1L6dPz8uECJ9.jpg,"Paramount Pictures-Friday Four, Inc.",United States of America,1984-04-13,32980880.0,91.0,English-Español,5.9
1979,Friday the 13th Part VI: Jason Lives,1986,Horror-Mystery-Thriller,3000000,en,Friday the 13th Part VI: Jason Lives,/le636yjPeWkC74nPDIZiQBH1CVt.jpg,Paramount Pictures,United States of America,1986-08-01,19472057.0,86.0,English,5.7
1980,Friday the 13th Part VII: The New Blood,1988,Horror-Thriller,2800000,en,Friday the 13th Part VII: The New Blood,/mt5ijxnTC5a0sS1oPD58Gt9UT5N.jpg,Paramount Pictures,United States of America,1988-05-13,19170001.0,88.0,English,5.3
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror-Thriller,5000000,en,Friday the 13th Part VIII: Jason Takes Manhattan,/oAZTwZDHu56IUyq5OQM3q1xX9To.jpg,Paramount Pictures-Sean S. Cunningham Films-Horror Inc.,United States of America,1989-07-28,14000000.0,100.0,English,4.8
1982,Halloween,1978,Horror-Thriller,300000,en,Halloween,/vjoOFOTBJcJvA1weJejlZ92LZD4.jpg,Compass International Pictures-Falcon International Productions,United States of America,1978-10-25,70000000.0,91.0,English,7.4
1983,Halloween II,1981,Horror-Thriller,2500000,en,Halloween II,/9oXa66gARefZBuca4xpD8EFbcVg.jpg,Universal Pictures,United States of America,1981-10-30,25533818.0,92.0,English,6.4
1984,Halloween III: Season of the Witch,1983,Horror-Mystery-Science Fiction,2500000,en,Halloween III: Season of the Witch,/svPexK18MEl0lyAqb8fFUGGsEQ8.jpg,Universal Pictures,United States of America,1982-10-22,14400000.0,98.0,English,5.0
1985,Halloween 4: The Return of Michael Myers,1988,Horror-Thriller,5000000,en,Halloween 4: The Return of Michael Myers,/oudmrV1WljSJMpgwq6K4VzbIMMK.jpg,Dimension Films,United States of America,1988-10-21,17768757.0,88.0,English,5.9
1986,Halloween 5: The Revenge of Michael Myers,1989,Horror-Thriller,5000000,en,Halloween 5: The Revenge of Michael Myers,/gQwN6KXBuO94kaYpeX3uaueszkd.jpg,Trans Pacific Films,United States of America,1989-10-12,11642254.0,96.0,English,5.3
1987,Prom Night,1980,Horror-Mystery-Thriller,1000000,en,Prom Night,/3KIy1qFmdLMwUrSlRAiovX5anhR.jpg,Guardian Trust Company-Simcom Limited-Prom Night Productions,Canada,1980-07-18,14796236.0,92.0,English,6.0
1988,Hello Mary Lou: Prom Night II,1987,Horror,0,en,Hello Mary Lou: Prom Night II,/4wHoYhDZ5tfk3E2myRs8vdyoOv1.jpg,Simcom Limited-Allarcom Limited-British Columbia Television-CFCN Communications-TBA Film,Canada,1987-11-13,2683519.0,97.0,English,6.0
1989,Prom Night III: The Last Kiss,1989,Comedy-Horror-Thriller,0,en,Prom Night III: The Last Kiss,/3Up1tYAsnrWkJQNBs1tNWOijInu.jpg,Norstar Entertainment-Famous Players-Comweb Productions,Canada,1990-03-30,0.0,97.0,English,5.1
1991,Child's Play,1988,Horror-Thriller,9000000,en,Child's Play,/dSX9i2buibfyKFRpK2kOe6rtl5R.jpg,United Artists,United States of America,1988-11-08,44196684.0,87.0,English,6.3
1992,Child's Play 2,1990,Drama-Horror,13000000,en,Child's Play 2,/xy0qUntbDOVgiTDvSIFlSM3MMzP.jpg,Universal Pictures,United States of America,1990-11-09,35763605.0,84.0,English-Türkçe,5.8
1993,Child's Play 3,1992,Action-Horror-Thriller,13000000,en,Child's Play 3,/pDko1kIkrCaHBSfBj7pAJu1Diss.jpg,Universal Pictures,United Kingdom-United States of America,1991-08-30,20560255.0,90.0,Český-English,5.5
1994,Poltergeist,1982,Horror-Thriller,10700000,en,Poltergeist,/hKs6umpuLSgZhOiZI1pxpO0iVTQ.jpg,SLM Production Group-Metro-Goldwyn-Mayer (MGM),United States of America,1982-06-04,122200000.0,114.0,English,7.1
1995,Poltergeist II: The Other Side,1986,Horror-Thriller,19000000,en,Poltergeist II: The Other Side,/wp8IkFabtxJohz8ivfwNWt4Bcse.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1986-05-23,40996665.0,91.0,English,5.8
1996,Poltergeist III,1988,Horror-Thriller,10500000,en,Poltergeist III,/v9oUSTqPQggrSJVf3Ekk8Gq1Hd6.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1988-06-10,14144000.0,98.0,English,4.6
1998,Exorcist II: The Heretic,1977,Fantasy-Horror-Thriller,14000000,en,Exorcist II: The Heretic,/jIVYbxsp6y80wyfLlnKkRc9rI6Q.jpg,Warner Bros.,United States of America,1977-06-17,30749142.0,118.0,English-Français-Español,4.5
2000,Lethal Weapon,1987,Action-Adventure-Comedy-Crime-Drama-Thriller,15000000,en,Lethal Weapon,/drp80fBSWhz0vAmzUibXDyn0Pjo.jpg,Silver Pictures-Warner Bros.,United States of America,1987-03-06,120207127.0,110.0,English,7.0
2001,Lethal Weapon 2,1989,Action-Adventure-Comedy-Crime-Drama-Thriller,25000000,en,Lethal Weapon 2,/7XAusKpFNv8x9sHpFLAS2lWCT8l.jpg,Silver Pictures-Warner Bros.,United States of America,1989-07-07,227853986.0,114.0,English-Afrikaans,6.7
2002,Lethal Weapon 3,1992,Action-Adventure-Comedy-Crime-Drama-Thriller,35000000,en,Lethal Weapon 3,/pr5RcT2TdJ09PkETdhRiwixf8PW.jpg,Silver Pictures-Warner Bros.,United States of America,1992-05-15,321731527.0,118.0,English,6.4
2003,Gremlins,1984,Comedy-Fantasy-Horror,11000000,en,Gremlins,/gXDHxQ92qyF6LUYwn6xuK2L8TYW.jpg,Amblin Entertainment-Warner Bros.,United States of America,1984-06-07,153083102.0,106.0,English-Español,6.9
2004,Gremlins 2: The New Batch,1990,Comedy-Fantasy-Horror,50000000,en,Gremlins 2: The New Batch,/mkWD9W27JYmQPbgcryPBdI2cF4r.jpg,Amblin Entertainment-Warner Bros.,United States of America,1990-06-15,41482207.0,106.0,English,6.3
2007,Polish Wedding,1998,Comedy-Drama,0,en,Polish Wedding,/g7uRulFnicgUoKDVBmcRUgwr9Q0.jpg,Fox Searchlight Pictures-Lakeshore Entertainment-Addis Wechsler Pictures,United States of America,1998-01-16,0.0,105.0,English,5.4
2008,"This World, Then the Fireworks",1996,Crime-Drama-Film-Noir-Thriller,0,en,"This World, Then the Fireworks",/6Ue5FpcvbYT70JjBVKz34v6mmv5.jpg,,United States of America,1997-07-11,0.0,100.0,English,0.0
2009,Soylent Green,1973,Mystery-Sci-Fi-Science Fiction-Thriller,0,en,Soylent Green,/tIQVty3lbBzwuLemEDQic1Axfbd.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1973-04-19,3600000.0,97.0,English,6.8
2010,Metropolis,1926,Drama-Sci-Fi-Science Fiction,92620000,de,Metropolis,/qriaeUUwdmlgethK3aSAx68mG05.jpg,Paramount Pictures-Universum Film (UFA),Germany,1927-01-10,650422.0,153.0,No Language,8.0
2011,Back to the Future Part II,1989,Adventure-Comedy-Family-Sci-Fi-Science Fiction,40000000,en,Back to the Future Part II,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg,Universal Pictures-Amblin Entertainment-U-Drive Productions,United States of America,1989-11-20,332000000.0,108.0,English,7.4
2012,Back to the Future Part III,1990,Adventure-Comedy-Family-Sci-Fi-Science Fiction-Western,40000000,en,Back to the Future Part III,/6DmgPTZYaug7QNDjOhUDWyjOQDl.jpg,Universal Pictures-Amblin Entertainment-U-Drive Productions,United States of America,1990-05-25,244527583.0,118.0,English,7.1
2014,Freaky Friday,1977,Children's-Comedy-Family-Fantasy,0,en,Freaky Friday,/wkwx0zJTZc4F4IY5J57EVUOAQFT.jpg,Walt Disney Pictures,United States of America,1976-12-17,0.0,95.0,English,6.3
2017,Babes in Toyland,1961,Children's-Family-Fantasy-Musical-Science Fiction,0,en,Babes in Toyland,/nYtN5gyJlNEqQe5wsTe1vWodPZR.jpg,Walt Disney Productions,United States of America,1961-12-14,0.0,106.0,English,5.8
2018,Bambi,1942,Animation-Children's-Drama-Family,858000,en,Bambi,/laABfcpEKweQsaZwCWzmGNUpij9.jpg,Walt Disney Productions,United States of America,1942-08-14,267447150.0,70.0,English,6.8
2020,Dangerous Liaisons,1988,Drama-Romance,14000000,en,Dangerous Liaisons,/2rXbkUzM5ySwh3FmsFWSZdkMiaP.jpg,Lorimar Film Entertainment-Warner Bros.-NFH Productions,United Kingdom-United States of America,1988-12-16,34670720.0,119.0,English,7.1
2021,Dune,1984,Action-Adventure-Fantasy-Sci-Fi-Science Fiction,40000000,en,Dune,/ngUaHgSZGkKy1Izwjk7qwZLOC5A.jpg,Dino De Laurentiis Company,United States of America,1984-12-14,30925690.0,137.0,English-Italiano,6.5
2025,Lolita,1997,Drama-Romance,62000000,en,Lolita,/OIr00PiBax9HaQu658xMyRYv0q.jpg,Pathé-Lolita Productions,France-United States of America,1997-09-27,1060056.0,137.0,English,7.0
2026,Disturbing Behavior,1998,Horror-Mystery-Science Fiction-Thriller,15000000,en,Disturbing Behavior,/8eRU4c5vsCrUT5AyZi9qeRskMWk.jpg,Village Roadshow Pictures-Beacon Communications-Hoyts Film Partnership-Metro-Goldwyn-Mayer (MGM)-Behavioral Problem Productions Ltd.,Australia-United States of America,1998-07-24,17507368.0,84.0,English,5.5
2028,Saving Private Ryan,1998,Action-Drama-History-War,70000000,en,Saving Private Ryan,/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg,Paramount Pictures-DreamWorks SKG-Amblin Entertainment-Mutual Film Company-Mark Gordon Productions,United States of America,1998-07-24,481840909.0,169.0,Český-Deutsch-English-Français,7.9
2029,Billy's Hollywood Screen Kiss,1997,Comedy-Romance,0,en,Billy's Hollywood Screen Kiss,/6YgizLQ4Jyc4T8Juf3LHV3KvpkH.jpg,Revolutionary Eye LLC,United States of America,1998-07-24,2020700.0,92.0,English,5.2
2035,Blackbeard's Ghost,1968,Children's-Comedy-Family-Fantasy,0,en,Blackbeard's Ghost,/ybo9m4BFvJZMwuXE7YJ5bOuwB4F.jpg,Walt Disney Productions,United States of America,1968-02-08,0.0,106.0,English,6.9
2036,Blank Check,1994,Children's-Comedy-Family,13000000,en,Blank Check,/y3SHngrd4vb909iwxgPm1ER4NJb.jpg,Walt Disney Pictures,United States of America,1994-02-11,0.0,93.0,English,5.1
2037,Candleshoe,1977,Adventure-Children's-Comedy-Family,0,en,Candleshoe,/pogrAhq0K0KWEJrym8lyAe7Unbe.jpg,Walt Disney Productions,,1977-12-16,0.0,101.0,English,7.0
2039,Cheetah,1989,Adventure-Children's-Drama-Family,5000000,en,Cheetah,/jPRgQpMWo5VI0uPfcw1Urdt2g19.jpg,,,1989-08-18,8153677.0,83.0,English,5.9
2041,Condorman,1981,Action-Adventure-Children's-Comedy,0,en,Condorman,/abgxJPCU2AAxP4kSdvdWCU6qr6r.jpg,Walt Disney Productions,United States of America,1981-07-02,0.0,90.0,English,5.6
2042,D2: The Mighty Ducks,1994,Action-Children's-Comedy-Drama-Family,0,en,D2: The Mighty Ducks,/7LcDuVIkSrdmcaYgnh3LlWqPgdF.jpg,Walt Disney,United States of America,1994-03-25,45610410.0,106.0,English-Íslenska,5.8
2043,Darby O'Gill and the Little People,1959,Adventure-Children's-Family-Fantasy-Science Fiction,0,en,Darby O'Gill and the Little People,/x17wkoUet5WtcC6T1Rfo2E56b0m.jpg,,United States of America,1959-06-29,0.0,93.0,English-,6.7
2046,Flight of the Navigator,1986,Adventure-Children's-Family-Sci-Fi-Science Fiction,0,en,Flight of the Navigator,/69kD2bpkwSadpN30JB9vJrlz8HW.jpg,Walt Disney Pictures-New Star Entertainment-Producers Sales Organization (PSO),United States of America,1986-07-30,18564613.0,90.0,English,6.9
2050,Herbie Goes Bananas,1980,Adventure-Children's-Comedy-Family-Fantasy,0,en,Herbie Goes Bananas,/wopSyv8aYHpoAYyJtU5pwwvRsgW.jpg,Walt Disney Productions,United States of America,1980-06-25,0.0,110.0,Español-English,5.3
2052,Hocus Pocus,1993,Children's-Comedy-Family-Fantasy,28000000,en,Hocus Pocus,/4boIuVTbEYv9pynSj99jK5EezfA.jpg,Walt Disney Pictures,United States of America,1993-07-16,39514713.0,96.0,English,6.5
2054,"Honey, I Shrunk the Kids",1989,Adventure-Children's-Comedy-Family-Fantasy-Sci-Fi-Science Fiction,32000000,en,"Honey, I Shrunk the Kids",/f5eFxKYAd7hN1BxYzBg9qL1SDRe.jpg,Buena Vista,United States of America,1989-06-22,222724172.0,93.0,English,6.1
2056,In Search of the Castaways,1962,Action-Adventure-Children's-Drama-Family,0,en,In Search of the Castaways,/u2bUxq4uhqJ2PUrrxqJlBwvLvkR.jpg,Walt Disney Productions,United States of America,1962-12-01,0.0,98.0,English,6.2
2060,BASEketball,1998,Comedy,0,en,BASEketball,/pEg0tYYhSfsyjLIYpvD9lCWLhcH.jpg,Universal Pictures-Zucker Brothers Productions,United States of America,1998-07-28,7027290.0,103.0,English,5.9
2061,Full Tilt Boogie,1997,Documentary,0,en,Full Tilt Boogie,/gTxkQiC5WJ7GWfnErjmIegXy6f7.jpg,,United States of America,1997-09-09,0.0,97.0,English,7.0
2064,Roger & Me,1989,Comedy-Documentary-History,160000,en,Roger & Me,/kTaqM1mxJCgDq7nhc7zHvtR3LPk.jpg,Warner Bros.-Dog Eat Dog Films,United States of America,1989-09-01,6706368.0,91.0,English,7.4
2066,Out of the Past,1947,Drama-Film-Noir-Mystery-Thriller,0,en,Out of the Past,/yAnhMsPxDNjAEhOZ9iNlgU29Zfc.jpg,RKO Radio Pictures,United States of America,1947-11-13,0.0,97.0,English,7.6
2067,Doctor Zhivago,1965,Drama-Romance-War,11000000,en,Doctor Zhivago,/lP1Mn1sQ9FiSNovCyZonhKjjkRM.jpg,Metro-Goldwyn-Mayer (MGM),Italy-United States of America,1965-12-22,111858363.0,197.0,English-Pусский,7.4
2070,Tender Mercies,1983,Drama-Music-Romance,0,en,Tender Mercies,/5UELPA8e0MUZDIpEl8J7ApkKTEU.jpg,Antron Media Production,United States of America,1983-04-02,0.0,92.0,English,6.1
2071,And the Band Played On,1993,Drama,0,en,And the Band Played On,/cpOtoT57nSeVA0FrbvnicEuJqPs.jpg,HBO Films,United States of America,1993-09-11,0.0,140.0,English,5.8
2073,Fandango,1985,Comedy-Drama,0,en,Fandango,/ddkIBISYmztC56ciDHzfVcXin40.jpg,Amblin Entertainment-Warner Bros.,United States of America,1985-01-25,0.0,91.0,English,6.6
2075,Mephisto,1981,Drama-War,144,de,Mephisto,/gieWdS3RhRx8cESlCgNzyRbJk8L.jpg,Mafilm-Objektív Film,Austria-Germany-Hungary,1981-04-29,0.0,144.0,English-Deutsch-Magyar,7.1
2076,Blue Velvet,1986,Crime-Drama-Mystery-Thriller,6000000,en,Blue Velvet,/psJb2NQKUWDQyhMRV3hoEWk60gS.jpg,De Laurentiis Entertainment Group (DEG),United States of America,1986-08-01,8551228.0,120.0,English,7.7
2079,Kidnapped,1960,Action-Adventure-Children's-Drama-Family,0,en,Kidnapped,/atSe9V9JHkKfT5px9qrThOovSQZ.jpg,Walt Disney Productions,United States of America,1960-01-01,0.0,97.0,English-,6.4
2080,Lady and the Tramp,1955,Animation-Children's-Comedy-Family-Musical-Romance,0,en,Lady and the Tramp,/AqQpqEn33UYExlAoWA02Hizb2lc.jpg,Walt Disney Productions,United States of America,1955-06-16,93600000.0,76.0,English,6.9
2084,Newsies,1992,Children's-Drama-Family-Music-Musical,15000000,en,Newsies,/x71hXgtXbCIHsOK0VQkoIrBGjlt.jpg,Walt Disney Pictures-Touchwood Pacific Partners 1,United States of America,1992-04-10,0.0,121.0,English,6.2
2085,101 Dalmatians,1961,Animation-Children's-Comedy-Family,54000000,en,101 Dalmatians,/lwIaH4L36ASLvAVCkArgzC4GeCS.jpg,Walt Disney Pictures-Great Oaks Entertainment,United Kingdom-United States of America,1996-11-17,320689294.0,103.0,English,5.6
2086,One Magic Christmas,1985,Drama-Family-Fantasy,0,en,One Magic Christmas,/icq0kvyDWNSnrGtU3dAminCGCpP.jpg,Walt Disney Pictures-Telefilm Canada-Silver Screen Partners II,Canada-United States of America,1985-11-22,0.0,88.0,English-Italiano,5.7
2087,Peter Pan,1953,Adventure-Animation-Children's-Family-Fantasy-Music-Musical,4000000,en,Peter Pan,/aWLgUzpkVFk8OVcg5jJte5I0Ces.jpg,RKO Radio Pictures-Walt Disney Productions,United States of America,1953-02-05,87404651.0,77.0,English,7.0
2088,Popeye,1980,Action-Adventure-Comedy-Family-Music-Musical,20000000,en,Popeye,/Fr4gButOoQQuykZzgDR2ZbSioy.jpg,Paramount Pictures-Walt Disney Productions,United States of America,1980-12-12,0.0,114.0,English,5.3
2091,Return from Witch Mountain,1978,Adventure-Children's-Family-Fantasy-Sci-Fi-Science Fiction,0,en,Return from Witch Mountain,/xyApwnx2Rf8105KrfO0oCWq56Bc.jpg,,,1978-03-10,16393000.0,95.0,English,5.6
2093,Return to Oz,1985,Adventure-Children's-Family-Fantasy-Sci-Fi,25000000,en,Return to Oz,/awQpBhnxmbDK7br3RqajtNATrUL.jpg,Silver Screen Partners II-Oz Productions Ltd.,United Kingdom-United States of America,1985-06-21,11137801.0,109.0,English,6.6
2096,Sleeping Beauty,1959,Animation-Children's-Family-Fantasy-Musical-Romance,6000000,en,Sleeping Beauty,/iFJGafuB2f2IJWG2EmdtUpgfAn6.jpg,Walt Disney Productions,United States of America,1959-01-28,51000000.0,75.0,English,6.8
2097,Something Wicked This Way Comes,1983,Children's-Fantasy-Horror-Mystery-Thriller,19000000,en,Something Wicked This Way Comes,/4p1IDEbMT6bNo2fjomsDfsDHb0y.jpg,Walt Disney Pictures-Bryna Productions,United States of America,1983-04-29,5656087.0,95.0,English,6.6
2098,Son of Flubber,1963,Children's-Comedy-Family-Romance,0,en,Son of Flubber,/sZ2VydIr1TmKMDBs0ToThcWNC0u.jpg,Walt Disney,United States of America,1963-01-16,0.0,100.0,English,6.7
2099,Song of the South,1946,Adventure-Animation-Children's-Family-Music-Musical,0,en,Song of the South,/opZPxPXF52M3ZZcQ0zGip9p5Vri.jpg,Walt Disney Pictures,United States of America,1946-11-12,0.0,91.0,English,6.9
2100,Splash,1984,Comedy-Fantasy-Romance,8000000,en,Splash,/nP4O0DUMvqlxvptcjOHdyzK0T2Y.jpg,Touchstone Pictures,United States of America,1984-03-09,69821334.0,111.0,English-Italiano,6.1
2101,Squanto: A Warrior's Tale,1994,Adventure-Drama-Family,0,en,Squanto: A Warrior's Tale,/iJZcrFnp3QVlLefWJ2FY9R6lZtU.jpg,Walt Disney Pictures,United States of America,1994-10-28,3337685.0,102.0,English,6.1
2102,Steamboat Willie,1940,Animation-Children's-Comedy-Musical,4986,en,Steamboat Willie,/tJev6cNihRzUHYvUl113gO715TF.jpg,Walt Disney Pictures-Celebrity Productions,United States of America,1928-11-18,0.0,8.0,English,7.4
2103,Tall Tale,1994,Adventure-Children's,32000000,en,Tall Tale,/g20GsTJ3gDVEt17Z13vXzjJ7RON.jpg,Walt Disney Pictures-Caravan Pictures,United States of America,1995-03-24,0.0,98.0,English,6.6
2104,Tex,1982,Drama,0,en,Tex,/7GE4x0U5ye1RQy3HJxNafKc1LoG.jpg,Walt Disney Productions,United States of America,1982-07-30,0.0,103.0,English,5.9
2105,Tron,1982,Action-Adventure-Fantasy-Sci-Fi-Science Fiction,17000000,en,Tron,/cTF8lpXvAwT1SLH9kVFZZl0AO0D.jpg,Walt Disney Pictures-Lisberger/Kushner,United States of America,1982-07-09,33000000.0,96.0,English,6.6
2106,Swing Kids,1993,Drama-Music-War,0,en,Swing Kids,/dQOGz6FhLSMDAT4thqeDb9VTkvU.jpg,Hollywood Pictures-Touchwood Pacific Partners 1,United States of America,1993-03-05,5632086.0,112.0,English,6.7
2107,Halloween: H20,1998,Horror-Thriller,17000000,en,Halloween: H20,/crycJDHRvpQyZeQyRYtIZKIpNzK.jpg,Dimension Films,United States of America,1998-08-05,55041738.0,86.0,English,5.7
2108,L.A. Story,1991,Comedy-Drama-Fantasy-Romance,0,en,L.A. Story,/nWoF3yzKMoisiGybTPx1a4xaIKl.jpg,TriStar Pictures-L.A. Films-Carolco Pictures,United States of America,1991-02-08,0.0,95.0,English,6.4
2110,Dead Men Don't Wear Plaid,1982,Comedy-Crime-Mystery-Thriller,0,en,Dead Men Don't Wear Plaid,/5mKbVUg4uqsRflKy20nIFN196mK.jpg,Universal Pictures-Aspen Film Society,United States of America,1982-05-21,18196170.0,89.0,English,6.5
2112,Grand Canyon,1991,Crime-Drama,0,en,Grand Canyon,/zRgzeFhX7NuAWNsMuAoLEKI1n0R.jpg,Twentieth Century Fox Film Corporation,United States of America,1991-12-25,0.0,134.0,English,6.8
2113,Graveyard Shift,1990,Drama-Horror-Thriller,10500000,en,Graveyard Shift,/iGeeKNiYQNFSZOXic3Y1euhGY4S.jpg,Paramount Pictures-Graveyard Productions-JVC Entertainment Networks,Japan-United States of America,1990-10-26,11582891.0,89.0,English,4.5
2115,Indiana Jones and the Temple of Doom,1984,Action-Adventure,28000000,en,Indiana Jones and the Temple of Doom,/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg,Lucasfilm-Paramount Pictures,United States of America,1984-05-23,333000000.0,118.0,English-,7.1
2117,Nineteen Eighty-Four,1984,Drama-Romance-Sci-Fi-Science Fiction,0,en,Nineteen Eighty-Four,/asqIqgy3lywRhrVv6WCdcofNWH1.jpg,Umbrella-Rosenblum Film Production-Atlantic Releasing Corporation-Virgin Benelux-Virgin Schallplatten,United Kingdom,1984-10-10,0.0,113.0,English,6.8
2119,Maximum Overdrive,1986,Action-Drama-Horror-Science Fiction,10000000,en,Maximum Overdrive,/lgNXAQ1TlKEKzssbjcc5iEhs8mi.jpg,De Laurentiis Entertainment Group (DEG),United States of America,1986-07-25,7433663.0,97.0,English,5.5
2120,Needful Things,1993,Drama-Horror,0,en,Needful Things,/bmNy8xYUVRige1r4jIgUxv8BnMF.jpg,New Line Cinema-Castle Rock Entertainment,United States of America,1993-08-27,0.0,120.0,English,5.9
2121,Cujo,1983,Horror-Thriller,5000000,en,Cujo,/ufczAHvnoGIXJo7sDo0OZK4LcwZ.jpg,TAFT Entertainment Pictures-Sunn Classic Pictures,United States of America,1983-08-10,21200000.0,91.0,English-Magyar,5.7
2122,Children of the Corn,1984,Drama-Fantasy-Horror-Thriller,800000,en,Children of the Corn,/zH77CDSRPeYfZZJyyKSt84j62m8.jpg,Hal Roach Studios-Cinema Group-Planet Productions-Angeles Entertainment Group-Inverness Productions-Gatlin,United States of America,1984-03-09,14000000.0,93.0,English-Português-Español,5.6
2123,All Dogs Go to Heaven,1989,Animation-Children's-Comedy-Drama-Family-Fantasy,13800000,en,All Dogs Go to Heaven,/fb6CRpryYQB5eqjohSnLbjHxJQK.jpg,United Artists-Goldcrest Films International-Sullivan Bluth Studios,Ireland-United Kingdom-United States of America,1989-11-17,27100027.0,89.0,English,6.3
2125,Ever After: A Cinderella Story,1998,Comedy-Drama-Romance,26000000,en,EverAfter,/1ELrosU04wEbfmxK9wLBjdEECqm.jpg,Twentieth Century Fox Film Corporation,United States of America,1998-07-31,65705772.0,121.0,English,6.8
2126,Snake Eyes,1998,Action-Crime-Mystery-Thriller,73000000,en,Snake Eyes,/i49r4ycCQAoGh2esfnL57PWGNh.jpg,Paramount Pictures-DeBart-Touchstone Pictures-Mel's Cite du Cinema,Canada-United States of America,1998-08-07,103891409.0,98.0,Český-English,5.8
2127,"First Love, Last Rites",1997,Drama-Romance,300000,en,"First Love, Last Rites",/wJYpcNbeRqEqPM52nIzBiPgCsgc.jpg,Forensic Films-Toast Films,United States of America,1998-08-07,40542.0,94.0,English,3.0
2128,Safe Men,1998,Comedy-Crime,0,en,Safe Men,/VqGFoorATbqU41Pmhz5VwCrXM4.jpg,October Films-Andell Entertainment-Blue Guitar Films,United States of America,1998-08-17,0.0,88.0,English,6.3
2130,Atlantic City,1980,Crime-Drama-Romance,7200000,en,Atlantic City,/cTGhfa9MZOcVAmYHafOSYQAljfE.jpg,Paramount Pictures-Canadian Film Development Corporation (CFDC)-Famous Players Limited-Selta Films-International Cinema Corporation (ICC)-Cine-Neighbor,Canada-France,1980-09-02,12729678.0,104.0,English-Français,6.7
2132,Who's Afraid of Virginia Woolf?,1966,Drama,7500000,en,Who's Afraid of Virginia Woolf?,/meHvC3nTKd2jE4oSytADtGjR09l.jpg,Chenault Productions,United States of America,1966-06-21,33736689.0,131.0,English-Latin,7.8
2133,Adventures in Babysitting,1987,Adventure-Comedy-Crime-Thriller,0,en,Adventures in Babysitting,/cYCpqHVoZvf5x4bO8EA68YBX1N.jpg,Silver Screen Partners III-Touchstone Pictures,United States of America,1987-07-01,34368475.0,102.0,English,6.6
2134,Weird Science,1985,Comedy-Fantasy-Romance,0,en,Weird Science,/6sK6ywu1dgp3QrCsT6JclKTjV0Q.jpg,Universal Studios,United States of America,1985-08-01,38934048.0,94.0,English,6.4
2135,Doctor Dolittle,1967,Adventure-Comedy-Family-Fantasy-Musical,71000000,en,Doctor Dolittle,/ebomUCgc1QhtuxWiEHnmJlesv2g.jpg,Twentieth Century Fox Film Corporation-Joseph M. Singer Entertainment-Davis Entertainment,United States of America,1998-06-22,294456605.0,85.0,English,5.4
2137,Charlotte's Web,1973,Animation-Children's-Drama-Family,0,en,Charlotte's Web,/aX0r77IQffLo3Efo6sP2ORwIcEM.jpg,Paramount Pictures-Hanna-Barbera Productions-Sagittarius Productions,United States of America,1973-03-01,0.0,94.0,,6.2
2138,Watership Down,1978,Adventure-Animation-Children's-Drama-Fantasy,1000000,en,Watership Down,/879iEKkJMSXSbgqjs3tVOQceNUK.jpg,AVCO Embassy Pictures-Nepenthe Productions-Watership Productions,United Kingdom,1978-10-14,3713768.0,88.0,English,7.3
2143,Legend,1985,Adventure-Fantasy-Romance,25000000,en,Legend,/xNWs9LM46vJWwf1q0VGPOccTKg4.jpg,Universal Studios-Twentieth Century Fox Film Corporation-Embassy International Pictures-Legend Production Company,United States of America-United Kingdom,1985-07-19,15502112.0,94.0,English-Italiano,6.2
2144,Sixteen Candles,1984,Comedy-Romance,6500000,en,Sixteen Candles,/rzTrRQg5ek47Yl0Vfenc69r9gOd.jpg,Universal Pictures,United States of America,1984-05-04,23686027.0,93.0,English,6.9
2145,Pretty in Pink,1986,Comedy-Drama-Romance,0,en,Pretty in Pink,/iSSExklJXBcevQuD8Rycq95fD2p.jpg,Paramount Pictures,United States of America,1986-02-28,40471663.0,96.0,English,6.6
2146,St. Elmo's Fire,1985,Drama-Romance,0,en,St. Elmo's Fire,/oRmvCyeGhXy2JrNgF88KqY3Hgir.jpg,Columbia Pictures,United States of America,1985-06-20,37803872.0,110.0,English,6.0
